TXT DosyaNo;esasNo;kararNo
006317;2021-1358;2022-192
006318;2016-4721;2022-178
006319;2019-19906;2022-548
006320;2015-2128;2022-711
006321;2021-6020;2022-755
006322;2021-10499;2022-728
006323;2019-18243;2022-717
006324;2017-4735;2022-209
006325;2019-12900;2022-763
006326;2019-727;2022-565
006327;2018-9567;2022-634
006328;2016-2730;2022-731
006329;2019-15282;2022-777
006330;2019-3040;2022-191
006331;2022-530;2022-201
006332;2022-505;2022-200
006333;2021-7855;2022-221
006334;2017-5206;2022-587
006335;2019-16168;2022-674
006336;2021-5157;2022-187
006337;2017-459;2022-206
006338;2022-228;2022-215
006339;2016-3474;2022-194
006340;2018-6420;2022-538
006341;2017-6230;2022-211
006342;2017-872;2022-208
006343;2018-3971;2022-204
006344;2020-614;2022-726
006345;2018-6670;2022-590
006346;2022-255;2022-220
006347;2020-3326;2022-219
006348;2021-5100;2022-177
006349;2017-5465;2022-713
006350;2021-6738;2022-127
006351;2016-6722;2022-586
006352;2021-5853;2022-677
006353;2020-5070;2022-675
006354;2018-1461;2022-203
006355;2016-2525;2022-195
006356;2021-3590;2022-203
006357;2021-8241;2022-132
006358;2017-436;2022-207
006359;2021-1249;2022-687
006360;2021-10858;2022-676
006361;2021-5108;2022-186
006362;2018-1332;2022-715
006363;2015-8594;2022-707
006364;2019-15658;2022-673
006365;2016-11689;2022-732
006366;2021-5162;2022-188
006367;2018-5;2022-216
006368;2020-714;2022-764
006369;2022-279;2022-222
006370;2018-3363;2022-235
006371;2018-3974;2022-233
006372;2015-9765;2022-585
006373;2018-3967;2022-227
006374;2019-21184;2022-769
006375;2021-8036;2022-232
006376;2021-6142;2022-244
006377;2018-672;2022-591
006378;2016-4178;2022-176
006379;2021-7776;2022-234
006380;2018-3562;2022-237
006381;2020-1510;2022-644
006382;2019-15435;2022-650
006383;2018-851;2022-714
006384;2018-8149;2022-669
006385;2018-4742;2022-236
006386;2018-5761;2022-699
006387;2019-128;2022-671
006388;2020-1193;2022-643
006389;2018-2654;2022-666
006390;2018-2700;2022-667
006391;2018-5109;2022-702
006392;2019-13418;2022-540
006393;2020-3839;2022-234
006394;2018-6687;2022-668
006395;2018-5103;2022-734
006396;2017-5096;2022-733
006397;2018-6729;2022-698
006398;2021-4791;2022-189
006399;2019-11924;2022-571
006400;2020-1895;2022-200
006401;2018-3586;2022-709
006402;2018-8159;2022-574
006403;2018-9578;2022-630
006404;2018-1641;2022-753
006405;2019-988;2022-756
006406;2018-8904;2022-637
006407;2018-3672;2022-561
006408;2019-1360;2022-692
006409;2019-15647;2022-672
006410;2018-9036;2022-670
006411;2019-927;2022-642
006412;2016-6807;2022-665
006413;2021-4431;2022-596
006414;2021-4647;2022-754
006415;2015-6903;2022-584
006416;2021-1271;2022-686
006417;2018-8157;2022-597
006418;2015-10442;2022-664
006419;2018-8160;2022-682
006420;2020-3875;2022-611
006421;2019-14871;2022-649
006422;2021-9596;2022-757
006423;2019-21334;2022-648
006424;2021-5846;2022-647
006425;2021-5871;2022-645
006426;2020-6250;2022-660
006427;2019-1966;2022-684
006428;2019-13468;2022-657
006429;2021-9719;2022-681
006430;2017-894;2022-588
006431;2017-6751;2022-658
006432;2018-1159;2022-758
006433;2020-4999;2022-759
006434;2019-12275;2022-395
006435;2018-5334;2022-215
006436;2021-2348;2022-387
006437;2021-2428;2022-388
006438;2018-4170;2022-214
006439;2021-2387;2022-386
006440;2020-2147;2022-695
006441;2019-20418;2022-550
006442;2018-862;2022-735
006443;2019-924;2022-742
006444;2019-12223;2022-736
006445;2019-19920;2022-739
006446;2019-15924;2022-656
006447;2019-768;2022-741
006448;2019-12254;2022-737
006449;2019-19240;2022-738
006450;2019-1740;2022-716
006451;2019-21656;2022-740
006452;2019-722;2022-720
006453;2020-2574;2022-697
006454;2020-2151;2022-696
006455;2021-303;2022-394
006456;2019-13438;2022-722
006457;2019-1050;2022-693
006458;2020-309;2022-727
006459;2020-1303;2022-397
006460;2021-1421;2022-232
006461;2021-1134;2022-231
006462;2018-262;2022-226
006463;2021-2856;2022-233
006464;2019-3792;2022-213
006465;2021-4758;2022-236
006466;2018-336;2022-228
006467;2021-2658;2022-365
006468;2018-3337;2022-229
006469;2021-2926;2022-235
006470;2019-27;2022-631
006471;2020-4272;2022-567
006472;2021-4479;2022-237
006473;2021-2620;2022-573
006474;2020-6118;2022-566
006475;2018-3088;2022-557
006476;2018-6724;2022-589
006477;2019-18002;2022-640
006478;2022-225;2022-241
006479;2015-3208;2022-583
006480;2018-3490;2022-562
006481;2019-1651;2022-607
006482;2018-1505;2022-227
006483;2021-1047;2022-723
006484;2018-4784;2022-16
006485;2018-663;2022-13
006486;2022-116;2022-17
006487;2021-590;2022-165
006488;2021-7666;2022-329
006489;2021-7791;2022-331
006490;2021-7697;2022-328
006491;2021-2361;2022-35
006492;2021-1124;2022-37
006493;2021-11152;2022-1
006494;2018-1239;2022-14
006495;2021-11093;2022-2
006496;2021-10458;2022-3
006497;2021-3808;2022-130
006498;2021-3809;2022-131
006499;2021-11745;2022-9
006500;2018-166;2022-36
006501;2020-1945;2022-172
006502;2020-1284;2022-169
006503;2020-1946;2022-173
006504;2020-1599;2022-170
006505;2020-1944;2022-171
006506;2021-7399;2022-330
006507;2020-1600;2022-168
006508;2020-1957;2022-174
006509;2018-1316;2022-183
006510;2022-1;2022-167
006511;2021-11879;2022-6
006512;2021-11518;2022-7
006513;2021-10828;2022-10
006514;2021-10825;2022-11
006515;2021-1939;2022-353
006516;2022-470;2022-345
006517;2020-6677;2022-354
006518;2022-244;2022-338
006519;2022-302;2022-340
006520;2022-282;2022-339
006521;2018-2850;2022-15
006522;2018-1106;2022-18
006523;2022-432;2022-343
006524;2018-5113;2022-202
006525;2022-58;2022-334
006526;2022-154;2022-336
006527;2022-242;2022-337
006528;2018-1864;2022-20
006529;2020-4047;2022-355
006530;2021-6733;2022-57
006531;2021-5154;2022-352
006532;2022-100;2022-351
006533;2020-3351;2022-166
006534;2018-5128;2022-181
006535;2018-1713;2022-182
006536;2021-4788;2022-203
006537;2022-416;2022-342
006538;2018-3045;2022-184
006539;2022-308;2022-341
006540;2022-452;2022-344
006541;2021-3532;2022-19
006542;2020-6850;2022-356
006543;2021-32;2022-13
006544;2019-3146;2022-204
006545;2019-3158;2022-205
006546;2021-6867;2022-179
006547;2021-6539;2022-152
006548;2021-3821;2022-160
006549;2018-2513;2022-164
006550;2022-281;2022-183
006551;2022-1;2022-168
006552;2021-6536;2022-151
006553;2020-205;2022-516
006554;2022-132;2022-521
006555;2021-6988;2022-176
006556;2019-6860;2022-169
006557;2022-232;2022-170
006558;2021-7910;2022-177
006559;2019-6075;2022-172
006560;2022-174;2022-165
006561;2019-6067;2022-171
006562;2022-128;2022-520
006563;2022-79;2022-513
006564;2020-2609;2022-182
006565;2020-1601;2022-181
006566;2018-4242;2022-163
006567;2020-1348;2022-178
006568;2018-64;2022-162
006569;2022-231;2022-175
006570;2018-2899;2022-167
006571;2020-1460;2022-173
006572;2018-4380;2022-161
006573;2022-114;2022-514
006574;2021-11138;2022-523
006575;2021-11055;2022-531
006576;2021-3192;2022-524
006577;2021-5096;2022-162
006578;2018-2568;2022-163
006579;2018-4226;2022-150
006580;2018-3873;2022-147
006581;2018-1150;2022-149
006582;2018-1610;2022-148
006583;2018-1111;2022-146
006584;2021-3144;2022-110
006585;2021-2265;2022-111
006586;2019-3616;2022-292
006587;2020-2847;2022-330
006588;2020-2225;2022-329
006589;2021-20;2022-332
006590;2020-2856;2022-331
006591;2020-65;2022-291
006592;2019-4801;2022-343
006593;2021-9153;2022-333
006594;2021-6241;2022-348
006595;2020-1953;2022-328
006596;2021-9150;2022-350
006597;2019-4798;2022-342
006598;2021-9145;2022-349
006599;2021-2381;2022-323
006600;2021-5323;2022-148
006601;2019-4817;2022-344
006602;2021-4808;2022-141
006603;2021-1709;2022-107
006604;2021-2504;2022-105
006605;2021-3071;2022-104
006606;2021-1830;2022-108
006607;2021-3043;2022-106
006608;2021-3527;2022-102
006609;2021-2535;2022-50
006610;2020-2379;2022-121
006611;2021-3240;2022-114
006612;2021-7189;2022-293
006613;2021-3342;2022-115
006614;2018-3259;2022-145
006615;2018-5083;2022-90
006616;2021-1689;2022-93
006617;2018-2527;2022-146
006618;2021-4452;2022-147
006619;2021-4238;2022-132
006620;2021-13212;2022-133
006621;2021-18133;2022-121
006622;2021-11167;2022-146
006623;2021-10630;2022-145
006624;2021-18908;2022-115
006625;2021-18908;2022-115
006626;2021-4141;2022-134
006627;2021-16472;2022-113
006628;2021-673;2022-135
006629;2021-2321;2022-109
006630;2021-4809;2022-135
006631;2021-4806;2022-140
006632;2021-4799;2022-138
006633;2021-4800;2022-139
006634;2021-4812;2022-143
006635;2018-5353;2022-148
006636;2021-4810;2022-142
006637;2021-4794;2022-136
006638;2021-4797;2022-137
006639;2021-2766;2022-48
006640;2019-7142;2022-274
006641;2021-7527;2022-299
006642;2021-7837;2022-307
006643;2018-2279;2022-288
006644;2022-232;2022-267
006645;2022-320;2022-270
006646;2022-318;2022-269
006647;2022-192;2022-266
006648;2022-314;2022-268
006649;2020-9989;2022-473
006650;2021-10569;2022-448
006651;2019-20677;2022-458
006652;2019-13502;2022-452
006653;2019-14541;2022-496
006654;2019-21483;2022-498
006655;2020-4124;2022-501
006656;2019-21487;2022-497
006657;2019-16595;2022-453
006658;2019-14852;2022-492
006659;2019-21469;2022-499
006660;2021-3348;2022-472
006661;2021-10233;2022-449
006662;2019-15581;2022-493
006663;2018-7650;2022-504
006664;2020-3516;2022-88
006665;2020-1810;2022-89
006666;2019-9513;2022-296
006667;2020-2217;2022-152
006668;2020-741;2022-502
006669;2021-10951;2022-471
006670;2019-219;2022-141
006671;2021-4705;2022-153
006672;2016-4759;2022-159
006673;2018-3830;2022-150
006674;2021-4135;2022-129
006675;2021-4445;2022-130
006676;2020-7629;2022-126
006677;2021-4225;2022-125
006678;2022-296;2022-123
006679;2021-4657;2022-143
006680;2022-324;2022-131
006681;2022-350;2022-133
006682;2020-3527;2022-128
006683;2021-7894;2022-116
006684;2021-623;2022-113
006685;2020-498;2022-92
006686;2020-2612;2022-110
006687;2018-4280;2022-147
006688;2020-1626;2022-125
006689;2021-1877;2022-124
006690;2021-10371;2022-459
006691;2019-14180;2022-456
006692;2019-21835;2022-455
006693;2021-7875;2022-481
006694;2021-10713;2022-480
006695;2019-13380;2022-488
006696;2021-4488;2022-482
006697;2019-16481;2022-486
006698;2021-9699;2022-483
006699;2019-19281;2022-489
006700;2018-7111;2022-491
006701;2018-6852;2022-149
006702;2018-908;2022-120
006703;2021-3792;2022-476
006704;2021-1770;2022-477
006705;2021-3349;2022-474
006706;2021-4582;2022-478
006707;2021-2309;2022-475
006708;2019-13306;2022-454
006709;2019-15543;2022-451
006710;2021-3901;2022-479
006711;2021-2383;2022-111
006712;2018-5272;2022-144
006713;2021-5800;2022-112
006714;2019-224;2022-278
006715;2019-7389;2022-276
006716;2019-11789;2022-279
006717;2021-1292;2022-470
006718;2019-9518;2022-277
006719;2021-4003;2022-283
006720;2017-845;2022-281
006721;2021-10022;2022-469
006722;2019-21075;2022-503
006723;2018-3101;2022-506
006724;2021-8625;2022-507
006725;2018-5637;2022-509
006726;2019-11769;2022-494
006727;2019-11771;2022-490
006728;2019-1747;2022-510
006729;2019-232;2022-495
006730;2019-17876;2022-450
006731;2022-315;2022-314
006732;2017-892;2022-292
006733;2021-3831;2022-294
006734;2016-14284;2022-297
006735;2021-6174;2022-290
006736;2019-8015;2022-302
006737;2017-2538;2022-291
006738;2017-3941;2022-295
006739;2021-6177;2022-288
006740;2018-712;2022-280
006741;2021-4639;2022-287
006742;2021-152;2022-352
006743;2021-1206;2022-351
006744;2018-1622;2022-345
006745;2021-9163;2022-337
006746;2018-6481;2022-338
006747;2019-8918;2022-346
006748;2021-9148;2022-347
006749;2021-3900;2022-319
006750;2018-531;2022-341
006751;2018-529;2022-340
006752;2019-8029;2022-301
006753;2019-8013;2022-304
006754;2019-8014;2022-303
006755;2021-7355;2022-318
006756;2017-2508;2022-311
006757;2021-7361;2022-312
006758;2021-7357;2022-316
006759;2019-8199;2022-309
006760;2019-8011;2022-306
006761;2019-8012;2022-305
006762;2021-7356;2022-315
006763;2021-4117;2022-151
006764;2018-1199;2022-104
006765;2018-1928;2022-91
006766;2018-5122;2022-106
006767;2018-4233;2022-103
006768;2018-599;2022-102
006769;2018-3913;2022-105
006770;2021-6327;2022-127
006771;2021-1773;2022-95
006772;2021-3093;2022-289
006773;2021-317;2022-293
006774;2021-104;2022-297
006775;2021-5293;2022-327
006776;2021-2212;2022-295
006777;2018-763;2022-317
006778;2021-5171;2022-302
006779;2021-1015;2022-298
006780;2018-820;2022-318
006781;2021-4884;2022-299
006782;2018-1278;2022-325
006783;2018-1101;2022-335
006784;2018-1099;2022-334
006785;2018-1100;2022-327
006786;2022-321;2022-313
006787;2018-777;2022-118
006788;2021-9184;2022-323
006789;2022-317;2022-317
006790;2018-1099;2022-334
006791;2018-1100;2022-327
006792;2022-150;2022-324
006793;2018-1101;2022-335
006794;2022-313;2022-310
006795;2018-1319;2022-115
006796;2022-319;2022-308
006797;2022-249;2022-320
006798;2022-150;2022-324
006799;2018-531;2022-117
006800;2018-1641;2022-116
006801;2018-1255;2022-114
006802;2022-175;2022-319
006803;2019-10613;2022-275
006804;2018-1267;2022-130
006805;2018-1311;2022-339
006806;2020-827;2022-7
006807;2020-676;2022-23
006808;2017-381;2022-65
006809;2021-18915;2022-92
006810;2021-18914;2022-94
006811;2021-604;2022-96
006812;2021-18879;2022-78
006813;2020-577;2022-21
006814;2020-896;2022-9
006815;2017-7299;2022-64
006816;2020-805;2022-3
006817;2021-1975;2022-90
006818;2021-19212;2022-79
006819;2021-18902;2022-82
006820;2021-5360;2022-68
006821;2021-15290;2022-61
006822;2021-11241;2022-80
006823;2021-3924;2022-99
006824;2021-212;2022-69
006825;2021-4279;2022-95
006826;2018-1121;2022-66
006827;2018-5023;2022-74
006828;2016-11812;2022-65
006829;2021-18976;2022-87
006830;2018-2961;2022-75
006831;2021-18975;2022-86
006832;2021-18974;2022-85
006833;2020-1332;2022-20
006834;2020-671;2022-19
006835;2020-780;2022-22
006836;2019-4419;2022-90
006837;2019-8158;2022-93
006838;2019-4507;2022-91
006839;2019-4388;2022-94
006840;2020-808;2022-16
006841;2020-1007;2022-15
006842;2020-914;2022-5
006843;2020-1016;2022-6
006844;2019-5753;2022-88
006845;2019-5066;2022-80
006846;2020-853;2022-17
006847;2021-3294;2022-23
006848;2019-11766;2022-432
006849;2019-11768;2022-423
006850;2021-8113;2022-443
006851;2021-2821;2022-427
006852;2021-8382;2022-426
006853;2021-2561;2022-414
006854;2020-3772;2022-395
006855;2020-806;2022-2
006856;2020-897;2022-8
006857;2020-1020;2022-4
006858;2019-11806;2022-420
006859;2019-11763;2022-435
006860;2019-13961;2022-436
006861;2021-10495;2022-441
006862;2019-16866;2022-438
006863;2019-11825;2022-442
006864;2019-19943;2022-444
006865;2019-18092;2022-439
006866;2019-15346;2022-437
006867;2019-17486;2022-421
006868;2019-11238;2022-446
006869;2019-15195;2022-445
006870;2020-470;2022-440
006871;2021-4769;2022-397
006872;2021-5884;2022-412
006873;2021-2946;2022-396
006874;2021-10911;2022-419
006875;2021-10235;2022-415
006876;2021-6166;2022-417
006877;2021-5324;2022-418
006878;2022-54;2022-132
006879;2021-9603;2022-403
006880;2018-9232;2022-404
006881;2018-913;2022-408
006882;2018-2266;2022-411
006883;2020-7430;2022-399
006884;2020-9236;2022-406
006885;2021-3715;2022-416
006886;2020-7421;2022-407
006887;2018-3177;2022-405
006888;2019-17398;2022-425
006889;2021-2087;2022-410
006890;2021-8180;2022-401
006891;2021-10485;2022-433
006892;2021-2951;2022-398
006893;2021-9101;2022-422
006894;2021-9314;2022-402
006895;2021-5930;2022-400
006896;2021-5032;2022-409
006897;2022-96;2022-76
006898;2020-3681;2022-81
006899;2017-1110;2022-121
006900;2020-861;2022-131
006901;2021-18903;2022-84
006902;2021-4257;2022-120
006903;2021-7873;2022-97
006904;2019-208;2022-130
006905;2021-19178;2022-70
006906;2021-7950;2022-99
006907;2020-6323;2022-84
006908;2022-101;2022-82
006909;2022-118;2022-87
006910;2022-77;2022-109
006911;2018-5972;2022-85
006912;2022-92;2022-108
006913;2022-102;2022-98
006914;2018-4200;2022-122
006915;2020-965;2022-18
006916;2021-5454;2022-249
006917;2021-4735;2022-250
006918;2021-4589;2022-253
006919;2021-4726;2022-251
006920;2021-4158;2022-252
006921;2021-4164;2022-224
006922;2021-4198;2022-240
006923;2021-4579;2022-255
006924;2021-4588;2022-254
006925;2021-4478;2022-233
006926;2021-4114;2022-243
006927;2021-3589;2022-244
006928;2021-4128;2022-242
006929;2021-3608;2022-223
006930;2021-5494;2022-226
006931;2021-5395;2022-229
006932;2021-4165;2022-225
006933;2021-3418;2022-247
006934;2021-3408;2022-248
006935;2021-3483;2022-246
006936;2021-2859;2022-228
006937;2022-99;2022-86
006938;2022-81;2022-92
006939;2022-70;2022-95
006940;2021-3488;2022-264
006941;2021-4502;2022-257
006942;2021-4476;2022-259
006943;2021-3583;2022-263
006944;2021-3590;2022-262
006945;2021-4121;2022-260
006946;2021-3722;2022-261
006947;2021-4479;2022-258
006948;2021-4725;2022-232
006949;2021-4908;2022-230
006950;2021-3543;2022-245
006951;2021-4157;2022-241
006952;2021-4907;2022-231
006953;2021-4511;2022-256
006954;2022-95;2022-105
006955;2022-73;2022-77
006956;2021-8077;2022-79
006957;2022-90;2022-107
006958;2019-14566;2022-434
006959;2021-8249;2022-66
006960;2022-108;2022-106
006961;2019-5208;2022-89
006962;2021-5182;2022-252
006963;2018-1916;2022-224
006964;2018-5398;2022-223
006965;2018-1919;2022-226
006966;2018-5447;2022-222
006967;2018-2233;2022-218
006968;2018-360;2022-216
006969;2018-1917;2022-220
006970;2018-1915;2022-221
006971;2021-4352;2022-227
006972;2018-1918;2022-225
006973;2021-4608;2022-78
006974;2022-248;2022-329
006975;2022-69;2022-331
006976;2022-54;2022-330
006977;2021-10917;2022-324
006978;2021-11110;2022-325
006979;2021-11216;2022-328
006980;2022-72;2022-332
006981;2021-11114;2022-326
006982;2019-8904;2022-195
006983;2019-14617;2022-375
006984;2021-10991;2022-343
006985;2021-10662;2022-352
